FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,GenderCode,Performance Score,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Training Program Name,Training Type,Training Outcome,Location,Training Cost
Destiny,Blake,2022-09-19,2023-06-17,Production Technician I,Megan Harrison,destiny.blake@bilearner.com,TNS,Active,Contract,Full-Time,Voluntary,Production       ,Engineers,1991-09-01,MA,Female,Fully Meets,2796,2023-08-05,2,4,Communication Skills,External,Incomplete,Theresastad,840.27
Makenna,Foster,2021-04-20,2022-09-17,Production Technician I,Timothy Pratt,makenna.foster@bilearner.com,CCDR,Active,Part-Time,Part-Time,Resignation,Production       ,Engineers,1988-02-21,MA,Male,Fully Meets,2799,2023-02-01,2,1,Communication Skills,Internal,Incomplete,Stephaniemouth,543.46
Brian,Kelly,2021-07-06,2023-01-07,Production Technician II,Scott Brown,brian.kelly@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Part-Time,Involuntary,Production       ,Wireline Construction,1977-04-17,MA,Female,Fully Meets,2807,2023-01-13,3,2,Customer Service,Internal,Passed,Montgomeryport,977.46
Jabari,Stanton,2022-11-17,2023-02-08,Production Technician I,Debra Phillips,jabari.stanton@bilearner.com,NEL,Active,Full-Time,Part-Time,Resignation,Production       ,Field Operations,1959-04-10,MA,Male,Fully Meets,2810,2023-07-13,2,5,Technical Skills,Internal,Incomplete,Lake Lisamouth,964.33
Phoenix,Farley,2018-08-13,2020-05-28,Production Technician I,David Holt,phoenix.farley@bilearner.com,PL,Active,Part-Time,Full-Time,Voluntary,Production       ,Field Operations,1996-01-04,MA,Male,Fully Meets,2811,2023-04-13,3,4,Technical Skills,External,Completed,Robertview,589.88
Aurora,Bass,2021-07-02,2023-07-09,Production Technician I,Lisa Ingram,aurora.bass@bilearner.com,BPC,Terminated for Cause,Part-Time,Temporary,Resignation,Production       ,General - Eng,1946-05-16,MA,Male,Fully Meets,2812,2022-08-14,3,2,Leadership Development,External,Incomplete,Flowerston,663.36
Tripp,Sanders,2023-07-28,2023-07-30,Production Technician I,Dr. Wendy Lopez,tripp.sanders@bilearner.com,PYZ,Active,Part-Time,Temporary,Involuntary,Production       ,Fielders,1964-01-19,MA,Male,Exceeds,2818,2023-06-21,4,3,Technical Skills,External,Completed,South Annmouth,453.51
Marin,Mosley,2019-09-08,2021-09-10,Production Technician I,Alfred Sanders,marin.mosley@bilearner.com,PL,Active,Full-Time,Temporary,Retirement,Production       ,Field Operations,1998-09-22,MA,Male,Fully Meets,2821,2023-04-12,2,5,Technical Skills,Internal,Incomplete,Aaronborough,841.22
Roger,Kaufman,2022-08-11,2022-12-01,Production Technician II,Jennifer Farmer,roger.kaufman@bilearner.com,TNS,Leave of Absence,Contract,Full-Time,Involuntary,Production       ,General - Con,1954-04-13,MA,Female,Fully Meets,2826,2023-06-29,4,3,Customer Service,Internal,Failed,Craigton,656.05
Ignacio,Mcintyre,2020-02-19,2022-12-10,Production Technician II,Bruce Barber,ignacio.mcintyre@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Full-Time,Involuntary,Production       ,Field Operations,1980-08-09,MA,Female,Fully Meets,2827,2022-08-30,4,4,Leadership Development,Internal,Incomplete,East Brandonfort,629.85
Jaydon,Lambert,2021-10-15,2023-03-26,Production Technician II,Dennis Foster,jaydon.lambert@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Temporary,Retirement,Production       ,Field Operations,1944-05-11,MA,Female,Fully Meets,2828,2023-02-26,5,5,Communication Skills,Internal,Completed,Deborahville,915.92
Leslie,Maynard,2022-06-30,2023-02-03,Production Technician I,Nathan Johnson,leslie.maynard@bilearner.com,NEL,Active,Full-Time,Part-Time,Resignation,Production       ,General - Eng,1994-05-26,MA,Male,Fully Meets,2830,2022-12-09,1,2,Project Management,External,Completed,Whitebury,266.42
Madyson,Silva,2018-10-02,2020-09-17,Production Technician I,Bonnie Bell,madyson.silva@bilearner.com,SVG,Active,Full-Time,Full-Time,Involuntary,Production       ,General - Con,1943-11-16,MA,Female,Fully Meets,2834,2023-04-30,5,3,Technical Skills,External,Completed,Port Stacymouth,149.67
Liberty,Poole,2021-07-17,2023-02-27,Production Technician I,Jonathan Stephens,liberty.poole@bilearner.com,EW,Active,Contract,Part-Time,Resignation,Production       ,Engineers,1995-04-11,MA,Female,Fully Meets,2835,2023-03-30,4,5,Customer Service,Internal,Completed,Moorefurt,939.72
Jaylen,Butler,2021-03-20,2023-02-18,Production Technician I,Eric Young,jaylen.butler@bilearner.com,TNS,Active,Part-Time,Temporary,Involuntary,Production       ,Splicing,1944-07-10,MA,Male,Fully Meets,2837,2022-08-08,4,1,Communication Skills,External,Incomplete,Sandersfort,945.59
Gloria,Marks,2021-09-09,2021-11-05,Production Technician I,Michele Young,gloria.marks@bilearner.com,PYZ,Active,Part-Time,Temporary,Voluntary,Production       ,General - Sga,1945-05-13,MA,Male,Fully Meets,2838,2023-07-03,4,4,Communication Skills,Internal,Completed,Port Andreaton,539.06
Jaylee,Cunningham,2019-12-06,2022-03-28,Production Technician I,Karen Espinoza,jaylee.cunningham@bilearner.com,WBL,Active,Part-Time,Part-Time,Voluntary,Production       ,General - Con,1969-09-06,MA,Male,Fully Meets,2839,2022-10-23,1,4,Customer Service,External,Incomplete,South Melissamouth,837.22
Jordon,Wyatt,2023-04-26,2023-05-19,Production Technician I,Yvonne Reilly,jordon.wyatt@bilearner.com,NEL,Active,Contract,Part-Time,Voluntary,Production       ,Fielders,2000-04-29,MA,Male,Fully Meets,2840,2023-05-07,3,2,Customer Service,Internal,Incomplete,Rodneyton,360.08
Ryan,Rollins,2020-10-19,2023-02-28,Production Technician I,Dr. Terry Young,ryan.rollins@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Temporary,Voluntary,Production       ,General - Con,1965-07-16,MA,Female,Fully Meets,2842,2022-11-10,2,1,Project Management,Internal,Failed,Huffton,577.78
Litzy,Lloyd,2020-12-30,2023-07-25,Production Technician II,Anthony Saunders,litzy.lloyd@bilearner.com,TNS,Leave of Absence,Contract,Part-Time,Retirement,Production       ,Engineers,1942-09-07,MA,Male,Fully Meets,2844,2023-07-14,2,5,Leadership Development,Internal,Passed,Port Lauren,336.98
Natalia,Bush,2019-10-14,2022-08-19,Production Technician II,Robin Jones,natalia.bush@bilearner.com,BPC,Voluntarily Terminated,Contract,Full-Time,Resignation,Production       ,Wireless,1955-09-02,MA,Female,Fully Meets,2846,2023-04-05,1,1,Communication Skills,Internal,Incomplete,Lake Courtney,326.54
Mallory,Carey,2021-02-19,2021-09-18,Production Technician II,Jessica Saunders,mallory.carey@bilearner.com,CCDR,Future Start,Part-Time,Full-Time,Involuntary,Production       ,Underground,1966-06-26,MA,Female,Fully Meets,2847,2022-12-01,1,2,Customer Service,Internal,Completed,Port Douglas,762.23
Pierre,Tate,2022-03-13,2022-09-02,Production Technician I,Willie Compton,pierre.tate@bilearner.com,BPC,Terminated for Cause,Full-Time,Temporary,Involuntary,Production       ,Project Management - Con,1946-01-28,MA,Male,Exceeds,2848,2022-08-11,2,1,Customer Service,Internal,Failed,Adammouth,510.12
Carleigh,Schultz,2022-10-06,2022-10-16,Production Technician I,Victoria Williams,carleigh.schultz@bilearner.com,EW,Active,Full-Time,Part-Time,Retirement,Production       ,General - Con,1972-07-29,MA,Male,Exceeds,2850,2023-03-31,4,1,Technical Skills,External,Passed,Jaredtown,634.36
Nathanial,Davis,2022-11-16,2023-03-21,Production Technician I,Donald Hamilton,nathanial.davis@bilearner.com,PL,Terminated for Cause,Contract,Part-Time,Voluntary,Production       ,General - Con,1994-04-06,MA,Male,Needs Improvement,2853,2023-07-31,5,1,Leadership Development,Internal,Passed,West Dennisborough,835.07
Eileen,Beard,2022-08-02,2023-07-27,Production Technician I,Amber Adams,eileen.beard@bilearner.com,PYZ,Active,Part-Time,Full-Time,Resignation,Production       ,Executive,1945-12-18,MA,Female,Needs Improvement,2854,2023-03-05,1,3,Project Management,External,Incomplete,West Wesley,670.82
Dane,Owens,2019-07-19,2022-08-08,Production Technician I,Christina Young,dane.owens@bilearner.com,WBL,Active,Full-Time,Part-Time,Involuntary,Production       ,General - Con,1974-11-01,MA,Male,Fully Meets,2857,2022-12-24,5,2,Customer Service,Internal,Completed,North Edwardtown,229.18
Colin,Simpson,2021-09-02,2022-11-14,Production Technician I,Kayla Chavez,colin.simpson@bilearner.com,BPC,Active,Full-Time,Temporary,Retirement,Production       ,Engineers,1974-01-14,MA,Male,Fully Meets,2858,2023-07-12,1,2,Project Management,Internal,Failed,South Desireebury,851.72
Maria,Cameron,2023-04-13,2023-05-26,Production Technician I,Michelle Murphy,maria.cameron@bilearner.com,EW,Active,Part-Time,Part-Time,Voluntary,Production       ,General - Con,1961-10-31,MA,Male,Fully Meets,2860,2023-01-31,2,1,Leadership Development,External,Passed,North William,587.16
Randall,West,2020-03-24,2022-03-24,Production Technician II,Tony Spears,randall.west@bilearner.com,SVG,Active,Part-Time,Part-Time,Voluntary,Production       ,Engineers,1943-07-14,MA,Male,Fully Meets,2862,2023-03-10,1,2,Communication Skills,Internal,Incomplete,Edwardview,192.39
Esperanza,Horne,2022-05-10,2022-10-17,Production Technician II,Jeremy Frey,esperanza.horne@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Production       ,General - Con,1969-08-27,MA,Female,Fully Meets,2865,2022-10-23,2,2,Customer Service,External,Passed,Maryville,653.99
Sanai,Sweeney,2023-07-26,2023-07-31,Production Technician I,David Mccormick,sanai.sweeney@bilearner.com,WBL,Active,Part-Time,Part-Time,Retirement,Production       ,Sales & Marketing,1950-09-08,MA,Male,Fully Meets,2870,2022-11-28,5,3,Project Management,Internal,Passed,Margaretfort,413.42
Tania,Taylor,2022-03-11,2022-08-02,Production Technician I,Christina Smith,tania.taylor@bilearner.com,NEL,Active,Contract,Part-Time,Resignation,Production       ,Catv,1953-04-27,MA,Male,Fully Meets,2871,2023-05-31,2,5,Communication Skills,External,Incomplete,Richardfurt,900.02
Greta,Horne,2020-06-29,2021-05-20,Production Technician I,Steven Myers,greta.horne@bilearner.com,PL,Active,Contract,Full-Time,Voluntary,Production       ,Wireline Construction,1967-12-03,MA,Male,Fully Meets,2872,2023-06-08,3,5,Communication Skills,Internal,Passed,Morenoland,573.84
Harley,Walker,2020-12-25,2021-09-13,Production Technician I,Wanda Murray,harley.walker@bilearner.com,SVG,Active,Full-Time,Temporary,Involuntary,Production       ,General - Con,1981-06-03,MA,Female,Fully Meets,2875,2023-06-12,3,5,Project Management,External,Incomplete,East Andrew,892.56
Skylar,Riggs,2022-11-11,2022-12-07,Production Technician I,Emily Jennings,skylar.riggs@bilearner.com,MSC,Active,Contract,Part-Time,Resignation,Production       ,Project Management - Con,1944-12-28,MA,Female,Fully Meets,2877,2023-03-02,2,4,Customer Service,Internal,Failed,Ponceville,664.5
Shania,Barrera,2021-05-04,2021-10-12,Production Technician I,Michael Hopkins,shania.barrera@bilearner.com,TNS,Active,Part-Time,Part-Time,Resignation,Production       ,General - Sga,1957-08-11,MA,Male,Fully Meets,2878,2022-12-09,2,3,Project Management,Internal,Incomplete,West Luishaven,925.8
Aimee,Berg,2021-06-11,2022-12-03,Production Technician I,Rodney Grant,aimee.berg@bilearner.com,WBL,Active,Contract,Temporary,Retirement,Production       ,General - Con,2000-08-21,MA,Female,Fully Meets,2880,2023-01-13,1,1,Project Management,Internal,Failed,New Matthew,932.34
Lamar,Kirk,2019-05-21,2020-01-05,Production Technician I,Peter Norton,lamar.kirk@bilearner.com,PL,Voluntarily Terminated,Part-Time,Full-Time,Retirement,Production       ,Shop (Fleet),1978-11-29,MA,Male,Fully Meets,2882,2023-01-10,3,2,Leadership Development,Internal,Failed,North Russellmouth,835.35
Humberto,Yoder,2022-04-14,2022-10-10,Production Technician II,Kelli Blair,humberto.yoder@bilearner.com,EW,Leave of Absence,Full-Time,Part-Time,Voluntary,Production       ,Field Operations,1977-01-27,MA,Male,Fully Meets,2885,2023-01-20,1,5,Communication Skills,External,Passed,Lake Joshua,176.13
Natalya,Reyes,2020-01-28,2022-02-15,Production Technician II,Dylan Allen,natalya.reyes@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Production       ,Shop (Fleet),1987-04-27,MA,Female,Fully Meets,2887,2023-06-24,5,1,Communication Skills,Internal,Completed,Vanessamouth,411.52
Celia,Mcpherson,2021-04-17,2022-03-18,Production Technician II,Thomas Reed,celia.mcpherson@bilearner.com,PYZ,Future Start,Contract,Temporary,Retirement,Production       ,Wireless,1983-04-26,MA,Female,Fully Meets,2888,2023-06-01,5,2,Customer Service,External,Completed,North Steven,119.5
Matias,Barton,2019-09-29,2023-06-28,Production Technician II,Brian Castillo,matias.barton@bilearner.com,WBL,Future Start,Part-Time,Temporary,Resignation,Production       ,Fielders,1988-10-25,MA,Female,Fully Meets,2889,2023-06-10,2,2,Customer Service,Internal,Passed,Brownhaven,817.04
Addyson,Pollard,2021-08-11,2021-11-07,Production Technician I,Andrew Bass,addyson.pollard@bilearner.com,PYZ,Active,Contract,Temporary,Resignation,Production       ,Wireline Construction,1995-08-16,MA,Male,Fully Meets,2891,2023-05-27,5,2,Technical Skills,External,Incomplete,Mcguireside,767.51
Laila,Wiggins,2021-04-10,2022-11-01,Production Technician I,Gregory Lee,laila.wiggins@bilearner.com,WBL,Active,Contract,Full-Time,Resignation,Production       ,Catv,1960-12-06,MA,Male,Fully Meets,2892,2023-02-05,2,1,Technical Skills,External,Passed,Port Jasmine,990.52
Mauricio,Stein,2023-04-04,2023-06-20,Production Technician I,Darlene Chambers,mauricio.stein@bilearner.com,BPC,Terminated for Cause,Full-Time,Temporary,Voluntary,Production       ,Field Operations,1998-04-11,MA,Male,Fully Meets,2895,2023-05-31,1,2,Project Management,External,Incomplete,Belltown,555.6
Aidyn,Cuevas,2022-03-04,2023-07-02,Production Technician I,Melissa Young,aidyn.cuevas@bilearner.com,SVG,Active,Full-Time,Part-Time,Voluntary,Production       ,Field Operations,1963-06-10,MA,Female,Fully Meets,2897,2023-04-04,3,5,Leadership Development,Internal,Passed,Andrewston,926.17
Johnathan,Huerta,2020-09-11,2022-03-31,Production Technician I,Mercedes Cervantes,johnathan.huerta@bilearner.com,MSC,Active,Part-Time,Part-Time,Resignation,Production       ,Project Management - Con,1992-04-29,MA,Male,Fully Meets,2899,2022-10-24,1,5,Leadership Development,Internal,Completed,Kyleberg,128.8
Katelyn,Garner,2021-10-31,2023-07-12,Production Technician I,Christine Owens,katelyn.garner@bilearner.com,TNS,Active,Part-Time,Temporary,Resignation,Production       ,General - Con,1952-10-01,MA,Male,Exceeds,2900,2022-10-29,1,4,Customer Service,External,Passed,Joelberg,255.02
Deshawn,Ayers,2018-10-21,2019-04-24,Production Technician I,Yesenia Hawkins,deshawn.ayers@bilearner.com,PYZ,Active,Part-Time,Part-Time,Involuntary,Production       ,Wireline Construction,1991-12-21,MA,Female,Fully Meets,2901,2023-05-20,1,4,Leadership Development,Internal,Incomplete,Rhondaview,674.34
Presley,Padilla,2023-02-09,2023-05-07,Production Technician I,Christine Johnson,presley.padilla@bilearner.com,NEL,Active,Part-Time,Full-Time,Resignation,Production       ,Engineers,1998-02-26,MA,Male,Needs Improvement,2903,2022-08-09,3,3,Customer Service,External,Failed,New Patriciabury,906.63
Marquis,Atkinson,2020-02-15,2020-10-20,Production Technician I,William Livingston,marquis.atkinson@bilearner.com,PL,Voluntarily Terminated,Full-Time,Part-Time,Retirement,Production       ,Project Management - Con,1946-10-05,MA,Female,Exceeds,2904,2022-08-27,4,2,Technical Skills,External,Failed,Rachaelstad,986.01
Jaycee,Osborn,2020-01-02,2023-08-03,Production Technician I,Thomas Frederick,jaycee.osborn@bilearner.com,NEL,Active,Full-Time,Part-Time,Retirement,Production       ,Splicing,1972-12-02,MA,Male,Exceeds,2914,2023-05-29,5,3,Communication Skills,Internal,Failed,Port Robertotown,194.13
Jordyn,Patel,2022-04-30,2023-08-02,Production Technician I,James Smith,jordyn.patel@bilearner.com,PL,Terminated for Cause,Full-Time,Part-Time,Involuntary,Production       ,Field Operations,1992-09-03,MA,Male,Exceeds,2915,2023-04-29,3,4,Technical Skills,Internal,Incomplete,North Margaretshire,993.79
Michael,Acosta,2020-07-04,2021-03-07,Production Technician I,Crystal Jones,michael.acosta@bilearner.com,BPC,Terminated for Cause,Part-Time,Temporary,Resignation,Production       ,General - Sga,1953-01-27,MA,Male,Needs Improvement,2916,2023-02-20,4,4,Technical Skills,Internal,Incomplete,South Nathan,932.4
Brice,Medina,2018-12-22,2022-07-21,Production Technician I,Emma Wilson,brice.medina@bilearner.com,SVG,Active,Part-Time,Full-Time,Retirement,Production       ,Field Operations,1979-05-08,MA,Female,Exceeds,2918,2022-12-11,4,3,Project Management,External,Failed,East Amberside,333.03
Yadira,Dean,2018-09-22,2019-10-10,Production Technician I,Stephanie Perez,yadira.dean@bilearner.com,TNS,Active,Full-Time,Part-Time,Retirement,Production       ,Aerial,1957-08-08,MA,Female,Exceeds,2921,2023-03-15,5,2,Customer Service,External,Incomplete,Lynchfort,465.54
Miles,Roberts,2022-10-14,2023-07-06,Production Technician I,Carolyn Campbell,miles.roberts@bilearner.com,BPC,Active,Part-Time,Full-Time,Involuntary,Production       ,General - Con,1993-04-25,MA,Female,Exceeds,2922,2023-04-29,4,2,Technical Skills,External,Incomplete,West Heathertown,713.3
Joel,Spence,2022-02-12,2022-09-22,Production Technician I,Norma Parker,joel.spence@bilearner.com,CCDR,Active,Part-Time,Part-Time,Voluntary,Production       ,Field Operations,1980-07-01,MA,Female,Needs Improvement,2923,2023-05-06,5,1,Technical Skills,Internal,Failed,Castilloshire,632.73
Kole,Garrison,2021-03-23,2023-07-20,Production Technician I,Anna Ashley,kole.garrison@bilearner.com,EW,Voluntarily Terminated,Contract,Part-Time,Retirement,Production       ,Field Operations,1979-05-15,MA,Male,Exceeds,2924,2023-05-16,5,4,Technical Skills,External,Failed,Bishophaven,244.84
Kaylin,Andersen,2018-08-30,2021-07-11,Production Technician II,Monica Jackson,kaylin.andersen@bilearner.com,CCDR,Active,Part-Time,Temporary,Involuntary,Production       ,General - Sga,1972-09-18,MA,Male,Exceeds,2925,2023-07-30,1,3,Communication Skills,External,Failed,New John,689.93
Yareli,Valdez,2022-12-10,2023-07-02,Production Technician II,Sandy Jones,yareli.valdez@bilearner.com,SVG,Leave of Absence,Part-Time,Temporary,Voluntary,Production       ,Field Operations,1999-12-08,MA,Male,Needs Improvement,2926,2022-09-10,1,1,Technical Skills,Internal,Failed,Hudsonfort,459.59
Rubi,Sanford,2023-02-04,2023-07-25,Production Technician II,Thomas Williams,rubi.sanford@bilearner.com,EW,Leave of Absence,Part-Time,Part-Time,Voluntary,Production       ,General - Sga,1982-02-18,MA,Male,Exceeds,2927,2023-07-31,4,2,Technical Skills,External,Failed,Wolfetown,597.54
Izabella,Watson,2020-08-19,2021-11-14,Production Technician II,Richard Reynolds,izabella.watson@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Production       ,Field Operations,1986-06-05,MA,Female,Needs Improvement,2929,2023-01-28,1,3,Project Management,Internal,Passed,East Christine,120.14
Halle,Chan,2020-01-29,2021-01-09,Production Technician I,Sarah Cortez,halle.chan@bilearner.com,MSC,Terminated for Cause,Full-Time,Temporary,Retirement,Production       ,Field Operations,1969-07-11,MA,Male,Exceeds,2931,2022-09-20,5,4,Leadership Development,External,Passed,Ericside,485.84
Braeden,Moss,2021-08-19,2023-05-25,Production Technician I,Lynn Beasley DVM,braeden.moss@bilearner.com,TNS,Terminated for Cause,Part-Time,Full-Time,Involuntary,Production       ,Finance & Accounting,1948-01-13,MA,Male,Fully Meets,2932,2023-04-28,4,4,Communication Skills,External,Completed,Simpsonland,275.36
Triston,Ewing,2021-10-24,2022-08-29,Production Technician I,Diana Stewart,triston.ewing@bilearner.com,WBL,Active,Contract,Temporary,Resignation,Production       ,Field Operations,1963-11-14,MA,Male,Fully Meets,2934,2022-11-16,4,3,Technical Skills,Internal,Passed,West Marissa,927.08
Pablo,Yates,2020-10-03,2023-05-06,Production Technician I,Christopher Martin,pablo.yates@bilearner.com,NEL,Active,Contract,Part-Time,Involuntary,Production       ,Wireline Construction,1995-12-09,MA,Male,Fully Meets,2935,2023-02-14,5,1,Communication Skills,External,Passed,South Robin,395.52
Paul,Steele,2023-01-08,2023-05-10,Production Technician I,Kenneth Powell,paul.steele@bilearner.com,CCDR,Active,Full-Time,Full-Time,Involuntary,Production       ,Aerial,1972-12-11,MA,Male,Needs Improvement,2938,2023-01-30,2,5,Communication Skills,Internal,Passed,Stephenstad,478.07
Jason,Moyer,2022-07-26,2022-11-08,Production Technician I,Timothy Kidd,jason.moyer@bilearner.com,SVG,Active,Contract,Full-Time,Resignation,Production       ,General - Eng,1980-07-23,MA,Female,Needs Improvement,2939,2023-04-13,4,3,Project Management,External,Completed,New Randyborough,285.5
Larissa,Taylor,2020-08-31,2023-06-09,Production Technician I,Dawn Stark,larissa.taylor@bilearner.com,EW,Active,Contract,Part-Time,Resignation,Production       ,Yard (Material Handling),1972-12-05,MA,Female,Needs Improvement,2940,2023-04-18,5,1,Communication Skills,External,Passed,Smithburgh,490.26
Aryanna,Larson,2022-11-05,2023-02-22,Production Technician I,Lisa Griffin,aryanna.larson@bilearner.com,MSC,Active,Part-Time,Full-Time,Involuntary,Production       ,Engineers,1994-04-26,MA,Male,Needs Improvement,2941,2022-12-14,5,2,Customer Service,Internal,Completed,Mahoneyberg,828.68
Eliana,Hammond,2019-05-30,2020-01-08,Production Technician I,Susan Herrera,eliana.hammond@bilearner.com,TNS,Active,Full-Time,Part-Time,Retirement,Production       ,General - Sga,1949-03-01,MA,Female,Needs Improvement,2942,2022-10-17,3,3,Technical Skills,External,Incomplete,South Julie,858.29
Kamryn,Mckinney,2019-09-03,2022-03-18,Production Technician I,Emily King,kamryn.mckinney@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Production       ,Aerial,1976-08-21,MA,Male,Needs Improvement,2945,2022-09-21,4,2,Communication Skills,External,Failed,New Ronaldmouth,826.82
Harley,Soto,2019-10-08,2023-06-16,Production Technician II,Aaron Erickson,harley.soto@bilearner.com,SVG,Leave of Absence,Contract,Temporary,Involuntary,Production       ,Shop (Fleet),1999-10-29,MA,Male,Needs Improvement,2948,2022-10-04,2,4,Technical Skills,Internal,Failed,Changmouth,482.47
Belen,Vasquez,2021-06-03,2023-04-14,Production Technician II,Roy Mora,belen.vasquez@bilearner.com,EW,Leave of Absence,Contract,Temporary,Voluntary,Production       ,Splicing,1957-11-04,MA,Female,Fully Meets,2949,2023-02-02,2,2,Communication Skills,Internal,Passed,North Lauramouth,310.41
Charlize,Rocha,2018-09-14,2019-01-04,Production Technician II,James Chapman,charlize.rocha@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Temporary,Involuntary,Production       ,People Services,1943-01-04,MA,Female,Needs Improvement,2950,2022-08-21,3,3,Technical Skills,Internal,Completed,New Jennifer,331.52
Weston,Ramsey,2019-07-22,2021-10-18,Production Technician I,Ryan Larson,weston.ramsey@bilearner.com,WBL,Active,Part-Time,Part-Time,Voluntary,Production       ,Field Operations,1955-08-10,MA,Female,Fully Meets,2954,2023-07-24,5,2,Project Management,External,Passed,South Brian,833.13
Adison,Ray,2020-09-21,2023-03-22,Production Technician I,Carly Rogers,adison.ray@bilearner.com,PYZ,Active,Full-Time,Part-Time,Retirement,Production       ,General - Con,1959-06-14,MA,Male,Fully Meets,2955,2023-06-12,5,2,Project Management,External,Failed,East Jimmy,191.49
Marquis,Cardenas,2022-10-26,2022-11-01,Production Technician I,Mr. Justin Moore,marquis.cardenas@bilearner.com,BPC,Terminated for Cause,Part-Time,Temporary,Resignation,Production       ,Aerial,1942-08-30,MA,Male,Fully Meets,2959,2023-07-05,1,5,Customer Service,Internal,Incomplete,Carolburgh,657.64
Miya,Cruz,2019-02-12,2023-04-17,Production Technician I,Brett Davies,miya.cruz@bilearner.com,CCDR,Active,Full-Time,Part-Time,Resignation,Production       ,General - Con,1976-09-21,MA,Female,Fully Meets,2960,2022-09-23,2,4,Project Management,Internal,Incomplete,Evansborough,449.66
Erin,Floyd,2022-10-19,2023-07-22,Production Technician I,Susan Hahn,erin.floyd@bilearner.com,SVG,Active,Full-Time,Full-Time,Voluntary,Production       ,Field Operations,1977-12-20,MA,Female,Fully Meets,2961,2023-02-12,2,2,Leadership Development,External,Passed,North Josephbury,587.25
Manuel,Stout,2023-01-27,2023-05-06,Production Technician I,Gabriella Wilson,manuel.stout@bilearner.com,PYZ,Active,Contract,Temporary,Involuntary,Production       ,Field Operations,1957-01-04,MA,Female,Fully Meets,2965,2023-07-13,4,4,Project Management,External,Completed,Lake Anna,426.26
Joanna,Bradley,2020-07-03,2023-07-02,Production Technician I,Eric Houston,joanna.bradley@bilearner.com,WBL,Active,Full-Time,Temporary,Voluntary,Production       ,Aerial,1961-04-23,MA,Male,Fully Meets,2966,2023-03-06,5,2,Project Management,Internal,Passed,Christopherbury,197.73
Sade,Smith,2022-12-26,2023-06-25,Production Technician I,Paul Gonzalez,sade.smith@bilearner.com,NEL,Active,Full-Time,Part-Time,Retirement,Production       ,Field Operations,1983-12-06,MA,Female,Fully Meets,2967,2022-08-11,2,3,Customer Service,External,Incomplete,Emilymouth,145.68
Lauren,Peters,2020-09-28,2021-10-16,Production Technician II,Alexandra Riley,lauren.peters@bilearner.com,WBL,Voluntarily Terminated,Contract,Part-Time,Voluntary,Production       ,General - Con,1987-12-28,MA,Female,Fully Meets,2969,2022-11-21,4,5,Customer Service,Internal,Passed,Elizabethtown,405.4
Shenice,Gold,2020-09-16,2021-09-10,Production Technician I,Jennifer Munoz,shenice.gold@bilearner.com,MSC,Active,Full-Time,Temporary,Voluntary,Production       ,General - Con,1982-04-30,MA,Female,Fully Meets,2970,2022-10-23,5,5,Leadership Development,External,Failed,Morrisonshire,689.49
Brigit,McCarthy,2020-02-09,2021-03-14,Production Technician II,Ian Jenkins,brigit.mccarthy@bilearner.com,TNS,Active,Contract,Temporary,Involuntary,Production       ,Aerial,1996-10-07,MA,Female,Fully Meets,2971,2022-10-14,3,5,Project Management,Internal,Incomplete,Port Ryanmouth,141.14
Bradley J,Knapp,2021-04-14,2022-06-22,Production Technician I,Kayla Reyes,bradley j.knapp@bilearner.com,WBL,Active,Full-Time,Temporary,Voluntary,Production       ,Billable Consultants,1948-06-17,MA,Male,Fully Meets,2975,2022-12-29,2,3,Leadership Development,External,Completed,West Scottshire,551.76
Richard,Newman,2021-08-13,2021-10-12,Production Technician I,Jesse Bell,richard.newman@bilearner.com,TNS,Leave of Absence,Full-Time,Temporary,Involuntary,Production       ,Field Operations,1992-01-19,MA,Male,Fully Meets,2976,2022-09-02,4,3,Communication Skills,Internal,Passed,Port Richard,720.1
Caroline,Cierpiszewski,2022-07-23,2023-03-06,Production Technician I,Travis Andrade,caroline.cierpiszewski@bilearner.com,TNS,Active,Part-Time,Full-Time,Voluntary,Production       ,Aerial,1979-12-25,MA,Female,Fully Meets,2981,2022-09-21,5,3,Communication Skills,External,Completed,Alyssaside,197.96
Tayana,Jeannite,2020-03-28,2020-11-21,Production Technician II,Patricia Lowe,tayana.jeannite@bilearner.com,PYZ,Active,Contract,Temporary,Voluntary,Production       ,Engineers,1975-04-03,MA,Female,Fully Meets,2984,2022-12-09,4,1,Project Management,Internal,Incomplete,Lake Laurenville,671.21
